bookID,title,authors,average_rating,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,
3595,Hoot,Carl Hiaasen,3.82,9780440421702,eng,292,85404,3692,14-03-06,Yearling Books,
3596,Suburban Nation: The Rise of Sprawl and the Decline of the American Dream,Andrés Duany/Elizabeth Plater-Zyberk/Jeff Speck,4.08,9780865476066,eng,320,1980,154,16-04-01,North Point Press,
3597,The Bible Cure For Diabetes,Don Colbert,3.84,9780884196488,eng,96,21,1,19-08-99,Siloam,
3598,The Celestine Prophecy: A Pocket Guide to the Nine Insights,James Redfield,3.87,9780446912068,eng,68,1256,100,02-12-05,Warner Books (NY),
3599,The Tenth Insight: Holding the Vision (Celestine Prophecy  #2),James Redfield,3.64,9780446674577,eng,256,9889,337,01-12-98,Grand Central Publishing,
3600,The Celestine Prophecy,James Redfield/Lou Diamond Phillips,3.64,9781594831959,en-US,0,64,10,16-02-06,Grand Central Publishing,
3601,The Celestine Prophecy: An Experiential Guide,James Redfield,3.84,9780553503708,eng,304,120,11,06-07-95,Bantam,
3602,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,9780688052300,eng,412,424,47,01-06-79,Quill,
3603,The Dark Side Of Genius: The Life Of Alfred Hitchcock,Donald Spoto,3.83,9780306809323,en-US,608,990,97,30-08-99,Da Capo Press,
3604,Enchantment: The Life of Audrey Hepburn,Donald Spoto,3.87,9780739474792,eng,352,2703,267,02-04-07,Harmony,
3605,Marilyn Monroe: The Biography,Donald Spoto,4.03,9780815411833,eng,752,1396,99,17-07-01,Cooper Square Publishers,
3606,Cross (Alex Cross  #12),James Patterson,4,9780316159791,eng,393,48095,1633,13-11-06,Little Brown and Company,
3607,Judge & Jury,James Patterson/Andrew Gross,4,9780316013932,eng,419,41805,831,31-07-06,Little  Brown and Company,
3608,The 6th Target (Women's Murder Club  #6),James Patterson/Maxine Paetro,4.04,9780316014793,eng,390,47196,1464,08-05-07,Little Brown and Company,
3609,The Quickie,James Patterson/Michael Ledwidge,3.83,9780316117364,eng,357,32963,2132,02-07-07,Little  Brown and Company,
3610,You've Been Warned,James Patterson/Howard Roughan,3.53,9780316014502,eng,374,18058,1519,10-09-07,Little Brown and Company,
3611,2nd Chance (Women's Murder Club  #2),James Patterson/Andrew Gross,4.04,9780446696630,eng,400,78780,2118,20-05-05,Grand Central Publishing,
3612,1st to Die (Women's Murder Club  #1),James Patterson,4.08,9780446696616,eng,424,269826,5220,20-05-05,Grand Central Publishing,
3613,Season of the Machete,James Patterson,3.25,9780446600477,eng,341,5512,227,01-04-95,Vision,
3614,School's Out—Forever (Maximum Ride  #2),James Patterson,4.15,9780316155595,eng,409,103221,2689,23-05-06,Little  Brown and Company,
3615,Jack & Jill (Alex Cross  #3),James Patterson,3.96,9780446692656,eng,466,58414,1191,01-08-03,Grand Central Publishing,
3616,The Midnight Club,James Patterson,3.82,9780446606387,eng,368,10970,322,01-06-99,Vision,
3617,Cat & Mouse (Alex Cross #4),James Patterson,3.98,9780446692649,eng,432,242,15,01-08-03,Grand Central Publishing,
3618,Pop Goes the Weasel (Alex Cross  #5),James Patterson,4,9780446608817,eng,461,52093,985,01-10-00,TIme Warner Books,
3619,Roses Are Red (Alex Cross  #6),James Patterson,4.04,9780747266990,eng,421,220,19,25-06-01,Headline,
3620,Along Came a Spider (Alex Cross  #1),James Patterson,4.11,9780446692632,eng,449,369267,4011,01-08-03,Grand Central Publishing,
3621,Black Friday,James Patterson,3.68,9780446609326,eng,480,9714,220,01-04-00,Vision,
3622,Honeymoon (Honeymoon  #1),James Patterson/Howard Roughan,3.83,9780446613378,eng,406,34087,1809,01-01-07,Grand Central Publishing,
3623,Kiss the Girls (Alex Cross  #2),James Patterson,3.96,9780446677387,eng,481,297211,2943,01-07-00,Grand Central Publishing,
3624,The Thomas Berryman Number,James Patterson,2.86,9780446600453,eng,272,4320,307,01-04-96,Grand Central Publishing,
3625,London Bridges (Alex Cross  #10),James Patterson,3.94,9780446613354,eng,403,36334,905,01-10-05,Vision,
3626,The Angel Experiment (Maximum Ride  #1),James Patterson,4.08,9780446617796,eng,445,187892,7624,05-05-06,Grand Central Publishing,
3627,3rd Degree (Women's Murder Club  #3),James Patterson/Andrew Gross,4.02,9780446696647,eng,352,268,13,20-05-05,Grand Central Publishing,
3628,The Jester,James Patterson/Andrew Gross,3.8,9780755300204,eng,548,16563,849,01-03-04,Headline,
3629,See How They Run,James Patterson,3.84,9781568654232,eng,320,48,1,08-07-97,Doubleday Books,
3630,Miracle on the 17th Green (Travis McKinley  #1),James Patterson/Peter de Jonge,3.68,9780316693356,eng,160,3733,320,05-05-99,Little Brown and Company,
3631,When the Wind Blows (When the Wind Blows  #1),James Patterson,3.93,9780446676434,eng,416,42701,1337,01-04-00,Grand Central Publishing,
3632,SantaKid,James Patterson/Michael Garland,3.88,9780316000611,eng,48,862,53,01-11-04,Jimmy Patterson,
3633,A Little Prairie House,Laura Ingalls Wilder/Renée Graef,4.19,9780064435260,eng,32,1561,45,21-03-99,HarperCollins,
3634,Private Parts,Howard Stern,3.77,9780671009441,eng,660,3878,151,01-03-97,Pocket Books,
3635,The Private Parts of Women,Lesley Glaister,3.8,9780747526032,eng,288,22,3,01-09-02,Bloomsbury Publishing PLC,
3636,Green Arrow  Vol. 1: Quiver,Kevin Smith/Phil Hester/Ande Parks,4.07,9781563899652,en-US,232,5299,131,16-12-08,DC Comics,
3637,Quiver,Stephanie Spinner,3.51,9780440238195,en-US,177,837,95,12-04-05,Laurel-Leaf Books,
3638,A Quiver Full of Arrows,Jeffrey Archer,3.78,9780312937690,eng,288,9214,179,30-08-05,St. Martin's Paperbacks,
3639,Celebrations: Rituals of Peace and Prayer,Maya Angelou,4.13,9781400066100,eng,128,748,105,24-10-06,Random House,
3640,The Collected Autobiographies of Maya Angelou,Maya Angelou,4.63,9780679643258,eng,1184,991,55,21-09-04,Modern Library,
3641,Wouldn't Take Nothing for My Journey Now,Maya Angelou,4.27,9780553380170,eng,127,7423,319,12-05-97,Bantam,
3642,And Still I Rise,Maya Angelou/Linda Sunshine/Diego Rivera,4.42,9780375505966,eng,54,3720,240,07-08-01,Random House,
3643,Life Doesn't Frighten Me,Maya Angelou/Jean-Michel Basquiat/Sara Jane Boyers,4.41,9781556702884,eng,32,1246,164,06-02-96,Harry N. Abrams,
3644,Cumbres borrascosas,Emily Brontë,3.85,9788497644747,spa,384,156,28,28-05-06,Edimat Libros,
3645,Dreaming in Pictures: The Photography,Lewis Carroll/Douglas R. Nickel,4.01,9780300091694,eng,172,104,6,11-08-02,Yale University Press,
3646,Lewis Carroll's Jabberwocky: A Book of Brillig Dioramas,Lewis Carroll/Graeme Base,4.14,9780810935204,eng,14,31,2,30-03-96,Harry N. Abrams,
3647,The Collected Short Stories of Maxim Gorky,Maxim Gorky/Avrahm Yarmolinsky/Moura Budberg,3.96,9780806510750,eng,404,883,16,18-08-88,Citadel Press,
3648,Name Dropping,Jane Heller,3.52,9780312978334,eng,323,701,53,15-03-01,St. Martin's Press,
3649,Many Luscious Lollipops: A Book About Adjectives,Ruth Heller,4.06,9780698116412,en-US,48,322,41,23-02-98,Puffin Books,
3650,Night of Long Shadows (Eberron: Inquisitives  #2),Paul Crilley,3.65,9780786942701,en-US,306,152,14,08-05-07,Wizards of the Coast,
3651,Poetics,Aristotle/Malcolm Heath,3.82,9780140446364,eng,144,12610,486,26-09-96,Penguin Classics,
3652,Poetics of Music in the Form of Six Lessons,Igor Stravinsky/George Seferis/Arthur Knodel/Ingolf Dahl,4.11,9780674678569,eng,160,988,31,26-02-70,Harvard University Press,
3653,An Introduction to the Old Testament Poetic Books,C. Hassell Bullock,3.68,9780802441416,eng,392,39,5,08-08-88,Moody Publishers (Chicago),
3654,Mondrian,John Milner/Piet Mondrian,3.73,9780714831671,eng,235,26,1,01-04-95,Phaidon Press,
3655,Writings on Art,Mark Rothko/Miguel López-Remiro,3.84,9780300114409,eng,192,102,8,28-04-06,Yale University Press,
3656,The Legacy of Mark Rothko,Lee Seldes,3.87,9780306807251,eng,403,36,5,22-08-96,Da Capo Press,
3657,Mark Rothko,Diane Waldman/Bernard Malamud,4.04,9780810915879,eng,296,45,2,01-09-78,Harry N. Abrams,
3658,Mark Rothko  1903 1970,Diane Waldman,4.04,9780500282755,eng,296,3,0,14-05-01,Thames & Hudson Ltd,
3659,A World of Art,Henry M. Sayre,3.73,9780132221863,eng,592,56,1,22-12-06,Prentice Hall,
3660,Olympian Odes. Pythian Odes,Pindar/William H. Race,4.09,9780674995642,mul,416,59,5,15-04-97,Harvard University Press,
3661,The Odes,Pindar/Cecil Maurice Bowra/Daniel C. Snell/Dawson William Turner/Maehler/Abraham Moore,3.89,9780140442090,eng,256,1052,23,30-09-82,Penguin Books,
3662,The Odes and Selected Fragments,Pindar/G.S. Conway/Richard Stoneman,3.89,9780460876742,eng,352,7,1,01-03-98,Everyman's Library,
3663,Nemean Odes. Isthmian Odes. Fragments,Pindar/William H. Race,4.19,9780674995345,mul,480,35,1,15-04-97,Harvard University Press,
3664,Sabriel (Abhorsen  #1),Garth Nix,4.17,9780060575816,en-US,311,1312,162,17-08-04,Eos,
3665,Euripides 3: Alcestis/Daughters of Troy/The Phoenician Women/Iphigenia at Aulis/Rhesus,Euripides/David R. Slavitt/Smith Palmer Bovie/Fred Chappell/Mark Rudman/Elaine Terranova/Richard Elman/Katharine Washburn/George D. Economou,3.88,9780812216509,eng,392,7,1,01-06-98,University of Pennsylvania Press,
3666,Eragon: Prima Official Game Guide,Prima Publishing,3.98,9780761555520,eng,176,120,1,14-11-06,Prima Games,
3667,Battlefield of the Mind: Winning the Battle in Your Mind,Joyce Meyer,4.34,9780446691093,en-US,288,27204,698,01-10-02,FaithWords,
3668,A Lady At Last (deWarenne Dynasty  #7),Brenda Joyce,4.06,9780373771370,eng,379,1549,87,21-11-06,Hqn,
3669,James Joyce's Ulysses,Stuart Gilbert,4.17,9780394700137,eng,405,1991,92,12-01-55,Vintage,
3670,A Complicated Kindness,Miriam Toews,3.65,9781582433226,eng,253,17963,1023,17-08-05,Counterpoint LLC,
3671,A Complicated Kindness (Bookclub-In-A-Box),Marilyn Herbert/Miriam Toews,4,9781897082270,eng,80,39,1,30-08-06,Bookclub-In-A-Box,
3672,Race of Scorpions (The House of Niccolo  #3),Dorothy Dunnett,4.42,9780394571072,eng,534,21,1,05-05-90,Knopf,
3673,Vinyl Cafe Odd Jobs,Stuart McLean,4.56,9780968303177,eng,3,61,1,15-06-05,Canadian Broadcasting Corporation (CBC Audio),
3674,Vinyl Cafe Coast to Coast Story Service,Stuart McLean,4.45,9780968303184,eng,3,51,1,15-07-05,Canadian Broadcasting Corporation (CBC Audio),
3675,Vinyl Cafe Diaries (Vinyl Cafe  #4),Stuart McLean,4.19,9780670044368,eng,302,924,59,28-11-03,Penguin Books Canada,
3676,Checkmate (Tom Clancy's Splinter Cell  #3),David  Michaels/Tom Clancy,3.94,9780425212783,eng,402,3896,65,07-11-06,Berkley,
3677,Operation Barracuda (Tom Clancy's Splinter Cell  #2),David  Michaels/Raymond Benson/Tom Clancy,4.02,9780425204221,eng,326,5062,79,01-11-05,Berkley,
3678,Splinter Cell (Tom Clancy's Splinter Cell  #1),David  Michaels/Raymond Benson/Tom Clancy,3.85,9780425201688,eng,355,10329,193,06-12-04,Berkley,
3679,Dark Visions,Douglas E. Winter/Dan Simmons/Stephen King/George R.R. Martin,3.89,9780575402904,en-US,381,155,17,10-08-00,Indigo,
3680,Ancilla to the Pre-Socratic Philosophers,Kathleen Banks Freeman/Hermann Alexander Diels,4.25,9780674035010,eng,172,46,7,08-08-03,Harvard University Press (Cambridge),
3681,The Presocratics,Philip Ellis Wheelwright,4.04,9780024266408,en-US,352,201,12,11-01-66,Prentice Hall/Library of Liberal Arts,
3682,The Presocratic Philosophers,Geoffrey S. Kirk/John Earle Raven/Malcolm Schofield,4.25,9780521274555,eng,518,692,26,29-12-83,Cambridge University Press,
3683,Presocratic Philosophy: A Very Short Introduction,Catherine Osborne,3.58,9780192840943,eng,144,205,24,16-09-04,Oxford University Press  USA,
3684,The Presocratic Philosophers,Jonathan Barnes/Ted Honderich,4.14,9780415050791,eng,728,68,3,16-09-82,Routledge,
3685,The First Philosophers: The Presocratics and Sophists,Robin Waterfield/Anaximander/Anaximenes/Empedocles/Gorgias of Leontini/Heraclitus/Parmenides/Protagoras/Pythagoras/Thales/Thrasymachus/Zeno of Elea,3.95,9780192824547,eng,400,356,17,30-11-00,Oxford University Press,
3686,Skeleton Crew,Stephen King,3.96,9780751504385,eng,612,97092,1186,13-05-93,Warner Books,
3687,Night Shift,Stephen King,4,9780385129916,eng,344,486,56,01-10-93,Doubleday Books,
3688,The Talisman,Stephen King/Peter Straub,4.13,9780670691999,eng,646,1259,131,08-11-84,Viking; G. P. Putnam & Sons,
3689,El retrato de Rose Madder,Stephen King/Bettina Blanch Tyroller,3.7,9780307376589,spa,496,218,30,03-10-06,Debolsillo,
3690,The Dark Half,Stephen King,3.77,9785550707005,eng,431,103,16,01-11-89,Viking Books,
3691,La Milla Verde,Stephen King/María Eugenia Ciocchini Suárez,4.44,9780743233606,spa,448,9,1,26-03-02,Fireside Books,
3692,Storm of the Century,Stephen King,3.92,9780671032647,eng,376,18255,266,01-02-99,Pocket,
3693,Girls Think of Everything: Stories of Ingenious Inventions by Women,Catherine Thimmesh/Melissa Sweet,4.15,9780618195633,eng,64,906,171,11-03-02,HMH Books for Young Readers,
3694,How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren,3.99,9780743222334,en-US,368,693,58,06-06-05,Atria Books,
3695,The How to Think Like Leonardo da Vinci Workbook: Your Personal Companion to How to Think Like Leonardo da Vinci,Michael J. Gelb,3.85,9780440508823,eng,288,327,16,15-06-99,Dell,
3696,Brit-Think  Ameri-Think: A Transatlantic Survival Guide,Jane Walmsley,3.26,9780142001349,eng,160,269,40,25-02-03,Penguin Books,
3697,What You Think of Me Is None of My Business,Terry Cole-Whittaker,4.1,9780515094794,en-US,208,203,25,01-04-88,Berkley Books,
3698,Think on These Things,Jiddu Krishnamurti/D. Rajagopal,4.36,9780060916091,eng,258,2509,137,11-10-89,HarperOne,
3699,Think Like a Cat: How to Raise a Well-Adjusted Cat—Not a Sour Puss,Pam Johnson-Bennett,4.06,9780965013017,eng,413,543,69,24-01-00,Penguin Books,
3700,Think Like a Guy: How to Get a Guy by Thinking Like One,Giuliana DePandi,3.15,9780312354374,en-US,172,115,23,27-06-06,St. Martin's Griffin,
3701,How to Think Theologically,Howard W. Stone/James O. Duke,3.67,9780800638184,en-US,142,235,22,01-01-06,Fortress Press,
3702,JoJo's Bizarre Adventure  Vol. 6 (Stardust Crusaders  #6),Hirohiko Araki,4.36,9781421506555,eng,208,309,7,05-12-06,VIZ Media,
3703,JoJo's Bizarre Adventure  Vol. 4 (Stardust Crusaders  #4),Hirohiko Araki,4.45,9781421506531,eng,208,450,8,06-06-06,VIZ Media,
3704,JoJo's Bizarre Adventure  Vol. 5 (Stardust Crusaders  #5),Hirohiko Araki,4.41,9781421506548,eng,208,363,5,05-09-06,VIZ Media,
3705,JoJo's Bizarre Adventure  Vol. 7 (Stardust Crusaders  #7),Hirohiko Araki,4.42,9781421510781,eng,208,339,5,03-04-07,VIZ Media,
3706,Jojo's Bizarre Adventure  Tome 4: Dans la salle du dragon à deux têtes (Phantom Blood  #4),Hirohiko Araki,3.97,9782290318041,fre,180,129,3,29-04-02,J'ai Lu,
3707,JoJo's Bizarre Adventure  Vol. 8 (Stardust Crusaders  #8),Hirohiko Araki,4.46,9781421510798,eng,208,303,5,07-08-07,VIZ Media,
3708,Jojo's Bizarre Adventure  Tome 17: L'Amoureux terrible (Stardust Crusaders  #5),Hirohiko Araki/Hirohiko Araki,4.41,9782290328309,fre,202,2,1,23-05-03,J'ai lu,
3709,Jojo's Bizarre Adventure  Tome 6: Jojo contre la forme de vie ultime (Battle Tendency  #1),Hirohiko Araki,4.18,9782290318492,fre,198,122,2,26-06-02,J'ai lu,
3710,Fevre Dream,George R.R. Martin,3.86,9780671455774,eng,350,127,25,01-01-82,Poseidon Press,
3711,The Hedge Knight (The Tales of Dunk and Egg  #1),Ben Avery/Mike S. Miller/George R.R. Martin/Mike Crowell,4.14,9780976401100,eng,164,15977,415,23-02-05,Dabel Brothers Publishing,
3712,A Clash of Kings (A Song of Ice and Fire  #2),George R.R. Martin/Roy Dotrice,4.41,9780739308707,eng,0,113,12,17-02-04,Random House Audio,
3713,Tuf Voyaging,George R.R. Martin,4.1,9781592220045,en-US,448,62,7,10-11-04,Meisha Merlin Publishing,
3714,Jack of Kinrowan: Jack the Giant-Killer / Drink Down the Moon,Charles de Lint,4.12,9780312869595,eng,412,3685,95,05-09-00,St. Martins Press,
3715,Lies My Teacher Told Me: Everything Your History Textbook Got Wrong,James W. Loewen,3.96,9781565841000,eng,384,402,55,04-08-95,The New Press,
3716,Lies My Teacher Told Me about Christopher Columbus: What Your History Books Got Wrong,James W. Loewen,4,9781565840089,eng,48,227,15,01-10-06,New Press,
3717,C.G. Jung and Hermann Hesse: A Book of Two Friendships,Miguel Serrano,4.02,9783856305581,eng,142,405,21,01-01-97,Daimon Verlag,
3718,The Journey to the East,Hermann Hesse/Hilda Rosner,3.7,9780312421687,eng,128,8071,360,01-02-03,Picador,
3719,Son of a Witch (The Wicked Years  #2),Gregory Maguire/Douglas Smith/Jelena Bojic,3.47,9780060747220,eng,352,52323,3023,26-09-06,William Morrow Paperbacks,
3720,March,Geraldine Brooks,3.75,9780143036661,eng,280,49145,5344,31-01-06,Penguin,
3721,Foreign Correspondence: A Pen Pal's Journey from Down Under to All Over,Geraldine Brooks,3.85,9780385483735,eng,240,1428,204,19-01-99,Anchor Books,
3722,Jojo's Bizarre Adventure  Tome 1: Dio  L'envahisseur (Phantom Blood  #1),Hirohiko Araki,3.88,9782290061244,fre,186,6,0,28-01-02,J'ai Lu,
3723,Jojo's Bizarre Adventure  Tome 19: La Lampe Magique (Stardust Crusaders  #7),Hirohiko Araki/Hirohiko Araki,4.42,9782290329450,fre,200,3,1,15-07-03,J'ai Lu,
3724,Jojo's Bizarre Adventure  Tome 14: Le Navire désert et le Singe (Stardust Crusaders  #2),Hirohiko Araki/Hirohiko Araki,4.41,9782290328057,fre,189,4,2,25-02-03,J'ai lu,
3725,Jojo's Bizarre Adventure  Tome 13: Le Maléfice de Dio (Stardust Crusaders  #1),Hirohiko Araki/Hirohiko Araki,4.31,9782290328026,fre,191,4,3,28-01-03,J'ai lu,
3726,Jojo's Bizarre Adventure  Tome 5: La dernière onde (Phantom Blood  #5),Hirohiko Araki,4.1,9782290318232,fre,208,121,3,23-05-02,J'ai lu,
3727,Jojo's Bizarre Adventure  Tome 9: Ruée vers la falaise de la mort! (Battle Tendency  #4),Hirohiko Araki,4.27,9782290319369,fre,192,91,2,27-09-02,J'ai Lu,
3728,Jojo's Bizarre Adventure  Tome 18: Death Thirteen (Stardust Crusaders  #6),Hirohiko Araki/Hirohiko Araki,4.36,9782290328316,fre,188,2,1,27-06-03,J'ai Lu,
3729,Jojo's Bizarre Adventure  Tome 11: Le guerrier qui retourne au vent (Battle Tendency  #6),Hirohiko Araki,4.39,9782290320105,fre,185,94,1,26-11-02,J'ai Lu,
3730,Jojo's Bizarre Adventure  Tome 16: L'Expérience du combat ! (Stardust Crusaders  #4),Hirohiko Araki/Hirohiko Araki,4.45,9782290328293,fre,207,3,1,29-04-03,J'ai lu,
3731,Jojo's Bizarre Adventure  Tome 14: Le revolver est plus fort que l'épée (Stardust Crusaders  #3),Hirohiko Araki/Hirohiko Araki,4.44,9782290328224,fre,202,4,2,25-03-03,J'ai Lu,
3732,From Far Away  Vol. 12,Kyoko Hikawa/Yuko Sawada/Freeman Wong,4.43,9781421505398,eng,208,909,15,12-09-06,VIZ Media,
3733,From Far Away  Vol. 13,Kyoko Hikawa/Yuko Sawada/Freeman Wong,4.48,9781421505404,eng,208,897,17,14-11-06,VIZ Media,
3734,From Far Away  Vol. 14,Kyoko Hikawa/Yuko Sawada/Freeman Wong,4.5,9781421505411,eng,208,986,37,09-01-07,VIZ Media,
3735,Very Far Away from Anywhere Else,Ursula K. Le Guin,3.91,9780152052089,en-US,133,1756,176,01-10-04,HMH Books for Young Readers,
3736,Vagabond  Volume 20,Takehiko Inoue,4.41,9781591165835,eng,224,513,12,15-03-05,VIZ Media LLC,
3737,Tsubasa: RESERVoir CHRoNiCLE  Vol. 11,CLAMP/William Flanagan,4.28,9780345485281,eng,183,2728,35,31-10-06,Del Rey,
3738,Tsubasa: RESERVoir CHRoNiCLE  Vol. 3,CLAMP/William Flanagan,4.28,9780345471833,eng,196,5616,65,26-10-04,Del Rey,
3739,Tsubasa: RESERVoir CHRoNiCLE  Vol. 1,CLAMP/Anthony Gerard,4.11,9780345470577,eng,197,38296,396,27-04-04,Del Rey,
3740,Tsubasa: RESERVoir CHRoNiCLE  Vol. 10,CLAMP/William Flanagan,4.29,9780345484307,eng,184,2765,38,25-07-06,Del Rey,
3741,Tsubasa: RESERVoir CHRoNiCLE  Vol. 8,CLAMP/William Flanagan,4.27,9780345484284,eng,194,2993,40,31-01-06,Del Rey,
3742,Tsubasa: RESERVoir CHRoNiCLE  Vol. 6,CLAMP/William Flanagan,4.3,9780345477934,eng,193,3359,48,26-07-05,Del Rey,
3743,Tsubasa: RESERVoir CHRoNiCLE  Vol. 04 (Tsubasa: RESERVoir CHRoNiCLE  #4),CLAMP/William Flanagan,4.28,9780345477910,eng,192,4059,50,25-01-05,Del Rey Books,
3744,Tsubasa: RESERVoir CHRoNiCLE  Vol. 09,CLAMP/William Flanagan,4.28,9780345484291,eng,184,3052,41,25-04-06,Del Rey,
3745,Tsubasa: RESERVoir CHRoNiCLE  Vol. 12,CLAMP/William Flanagan,4.31,9780345485328,eng,184,2683,38,30-01-07,Del Rey,
3746,Hikaru no Go  Vol. 7: The Young Lions Tournament (Hikaru no Go  #7),Yumi Hotta/Takeshi Obata,4.26,9781421506418,eng,205,1144,18,05-07-06,VIZ Media LLC,
3747,Hikaru no Go  Vol. 8: The Pro Test Preliminaries: Day Four (Hikaru no Go  #8),Yumi Hotta/Takeshi Obata,4.22,9781421506425,eng,205,985,15,07-11-06,VIZ Media LLC,
3748,Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),Yumi Hotta/Takeshi Obata,4.1,9781591162223,eng,187,8921,207,19-05-04,VIZ Media LLC,
3749,Hikaru no Go  Vol. 9: The Pro Test Begins (Hikaru no Go  #9),Yumi Hotta/Takeshi Obata/Yukari Umezawa,4.27,9781421510668,eng,207,1012,21,03-04-07,VIZ Media LLC,
3750,Hikaru no Go  Vol. 10: Lifeline (Hikaru no Go  #10),Yumi Hotta/Takeshi Obata,4.28,9781421510675,eng,203,953,20,07-08-07,VIZ Media LLC,
3751,Death Note  Vol. 8: Target (Death Note  #8),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,4.26,9781421506296,eng,201,16983,428,07-11-06,VIZ Media LLC,
3752,Death Note  Vol. 1: Boredom (Death Note  #1),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,9781421501680,eng,195,174482,3010,10-10-05,VIZ Media LLC,
3753,Death Note  Vol. 4: Love (Death Note  #4),Tsugumi Ohba/Alexis Kirsch,4.39,9781421503318,eng,204,21653,690,07-03-06,VIZ Media LLC,
3754,Death Note  Vol. 5: Whiteout (Death Note  #5),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,4.34,9781421506265,eng,201,19274,583,02-05-06,VIZ Media LLC,
3755,Death Note  Vol. 3: Hard Run (Death Note  #3),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,9781421501703,eng,200,22435,741,03-01-06,VIZ Media LLC,
3756,Death Note  Vol. 2: Confluence (Death Note  #2),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,9781421501697,eng,197,25578,948,01-11-05,VIZ Media LLC,
3757,Death Note  Vol. 6: Give-and-Take (Death Note  #6),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,4.39,9781421506272,eng,215,18291,491,05-07-06,VIZ Media LLC,
3758,Death Note  Vol. 7: Zero (Death Note  #7),Tsugumi Ohba/Takeshi Obata/Alexis Kirsch,4.43,9781421506289,eng,211,18321,586,05-09-06,VIZ Media LLC,
3759,Death Note  Vol. 9: Contact (Death Note  #9),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,4.21,9781421506302,eng,193,13472,363,02-01-07,VIZ Media LLC,
3760,Death Note  Vol. 10: Deletion (Death Note  #10),Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki,4.22,9781421511559,eng,188,12461,325,06-03-07,VIZ Media LLC,
3761,The Worm Ouroboros,E.R. Eddison/Keith   Henderson,3.71,9780486447407,eng,446,2956,239,28-04-06,Dover Publications,
3762,Mistress of Mistresses: A Vision of Zimiamvia (The Zimiamvian Trilogy  #1),E.R. Eddison/Gerald Ravenscourt Hayes/Keith   Henderson,3.64,9780345272201,eng,405,26,6,12-12-77,Del Rey Books,
3763,The Mezentian Gate,E.R. Eddison,3.6,9780345272218,eng,275,134,5,12-04-78,Del Rey,
3764,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,4.05,9780201835953,eng,322,9395,616,12-08-95,Addison-Wesley Professional,
3765,Museum of Terror  Vol. 1: Tomie 1,Junji Ito//Naomi Kokubo,4.09,9781593075422,eng,375,1444,83,08-08-06,Dark Horse Comics,
3766,Museum of Terror  Vol. 2: Tomie 2,Junji Ito//Naomi Kokubo,4.11,9781593076122,eng,376,911,33,19-09-06,Dark Horse Manga,
3767,Museum of Terror  Vol. 3: The Long Hair in the Attic,Junji Ito/,4.12,9781593076399,eng,392,628,26,21-11-06,Dark Horse Manga,
3768,Hana Yori Dango: Le jeu da la fin du monde 1 (Boys Over Flowers  #1),Yoko Kamio/,4.11,9782723441780,fre,212,26,3,05-03-03,Glénat,
3769,Hana Yori Dango 3 (Boys Over Flowers  #3),Yoko Kamio/,4.12,9782723442312,fre,185,10,0,18-06-03,Glénat,
3770,Hana Yori Dango 2 (Boys Over Flowers  #2),Yoko Kamio/,4.12,9782723442305,fre,171,12,0,14-05-03,Glénat,
3771,Voices (Annals of the Western Shore  #2),Ursula K. Le Guin,3.88,9780152056780,eng,341,3493,306,01-09-06,Harcourt,
3772,Gifts (Annals of the Western Shore  #1),Ursula K. Le Guin,3.7,9780152051242,eng,286,6666,606,01-04-06,Harcourt,
3773,Lao Tzu: Tao Te Ching: A Book about the Way and the Power of the Way,Lao Tzu/Ursula K. Le Guin/J.P. Seaton,4.3,9781570623950,eng,125,800,91,20-10-98,Shambhala,
3774,The Wave in the Mind: Talks and Essays on the Writer  the Reader and the Imagination,Ursula K. Le Guin,4.3,9781590300060,eng,314,1044,164,17-02-04,Shambhala,
3775,The Dispossessed,Ursula K. Le Guin,4.22,9780061054884,eng,387,64196,3525,20-10-94,Harper Voyager,
3776,Five Complete Novels,Ursula K. Le Guin,4.13,9780517480106,eng,579,58,13,04-09-85,Random House Value Publishing,
3777,Tehanu (Earthsea Cycle  #4),Ursula K. Le Guin,3.94,9780689845338,eng,281,1269,93,01-09-01,Aladdin Paperbacks,
3778,Changing Planes,Ursula K. Le Guin,3.83,9780441012244,eng,239,3489,335,01-08-05,Ace,
3779,The Other Wind (Earthsea Cycle  #6),Ursula K. Le Guin/Samuel Roukin,4.12,9780441011254,eng,211,14393,635,30-09-03,Ace Books,
3780,Tales from Earthsea (Earthsea Cycle  #5),Ursula K. Le Guin,4.04,9780441011247,eng,280,14549,468,28-10-03,Ace,
